Genes	Protein.Group	Protein.Names	DOUBLEdep_1	DOUBLEdep_2	DOUBLEdep_3	SONdep_1	SONdep_2	SONdep_3	SRRM2-dep_1	SRRM2dep_2	SRRM2dep_3	control_1	control_2	control_3	Top3_DOUBLEdep_1	Top3_DOUBLEdep_2	Top3_DOUBLEdep_3	Top3_SONdep_1	Top3_SONdep_2	Top3_SONdep_3	Top3_SRRM2-dep_1	Top3_SRRM2dep_2	Top3_SRRM2dep_3	Top3_control_1	Top3_control_2	Top3_control_3	peptides_counts_all
KPNA3	O00505	IMA4_HUMAN	111809	121334	117212	119912	93515.4	114028	89719.5	114690	103805	102875	75348.4	65201.7	70938.1459470769	85566.7827640827	74321.5926575746	99467.460799768	59695.2678163657	126637.140738733	54111.0300883426	128619.089285889	89791.8577885701	65871.9305281936	53801.981545918	46718.7730121611	8
KPNA4	O00629	IMA3_HUMAN	93244.7	104792	103579	101006	103337	87521.4	77201.4	91823.9	107204	117584	95154.8	91443.8	72816.6753429415	87114.2278529794	80292.4196152905	65753.9156844007	84676.9300494523	66272.162936711	59083.6285596843	48437.1583100583	78161.7453242521	77705.6187420178	78162.6957928319	73303.9642478946	7
KPNA5	O15131	IMA6_HUMAN	7868.4	NA	8045.6	NA	16771.3	NA	NA	5653.69	17023.5	6524.06	NA	7168.43	NA	NA	NA	NA	NA	NA	NA	10005.6778617819	NA	NA	NA	NA	3
KPNA6	O60684	IMA7_HUMAN	32151.7	28942.4	34062.3	31916.8	37826.5	30400.1	38595.1	28589.1	23965.4	36894.8	40416.6	33017.2	29602.7429732055	30307.8537093265	37560.3269633037	30689.4210695987	37509.9980655037	43457.4600198676	29992.4856955483	29835.4219757278	22685.4823036616	31281.0501229566	34787.244553737	30395.2165401412	6
KPNA7	A9QM74	IMA8_HUMAN	52004.9	79825.8	44193.8	60089.7	45330.6	89047.1	25468.5	80696.3	59275.5	30077.3	11784.5	22696.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
KPNB1	Q14974	IMB1_HUMAN	808251	839397	881552	840532	909642	821784	952338	753174	854823	942518	913204	925250	650879.372493611	582302.227183856	648980.353775864	589451.547651206	748668.064362791	613120.877434204	755224.533064142	494614.68449352	604667.059292344	746343.649283401	843529.718852807	799228.971229899	30
KRAS	P01116;P01116-2	RASK_HUMAN	71916.5	69415.8	62318.2	80766.4	69902.4	52470.8	81807.7	55138.5	71401	64061.9	53809.2	66815.7	19839.0470322667	14788.419188456	11140.8871037005	14538.4982205847	NA	19278.4166515516	NA	15886.9840029158	20639.4548595493	NA	17637.2709566438	NA	3
KRI1	Q8N9T8	KRI1_HUMAN	26948.5	38405	31944.9	36194.8	30673.5	44644.2	26974.9	50024.7	48001.3	37676.8	37362.9	38599.4	20500.7894683728	26766.8368269709	21576.0499488121	23606.0112907041	25940.1376111161	26088.997012414	20523.1850550878	33402.6592264723	30754.4229430925	29675.6571374244	30279.0512188795	30341.7800978006	11
KRIT1	O00522;O00522-3	KRIT1_HUMAN	6294.36	5909.95	6375.13	7900.01	8449.55	5867.05	2995.42	5739.29	6787.86	7995.8	3117.83	4741.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
KRR1	Q13601	KRR1_HUMAN	57063.5	62443.5	63223.2	67532.8	60571	63515.9	71259.8	58382.3	71659.6	80001	64999.9	81105.7	51305.808353592	57332.512505802	62118.1528905671	59353.758848143	57710.9536823237	57747.4215998578	71447.747641046	60439.8450127013	56103.5746418351	66517.5906119906	60834.0512082473	76051.6897075014	17
KRT1	P04264	K2C1_HUMAN	182378	131446	609593	149932	105106	648639	376566	506483	443722	97955.7	75100.3	49285.7	176220.058766991	107813.981639615	519673.608092185	138421.744440621	89292.6205112996	827668.578783729	255562.583884772	431589.353384075	421797.322082782	78432.4269743205	58617.2740614683	37843.0008950216	32
KRT10	P13645	K1C10_HUMAN	88521.5	129731	942016	369688	70726.9	483616	514159	465057	125560	87561.3	70828.4	39162.8	70162.649672561	102959.566028329	679832.928348339	284830.758873631	53898.7947627979	388165.251378751	301708.640617588	280813.690444867	74967.6919284887	75792.1478227986	40357.7087634202	14904.9385195488	21
KRT14	P02533	K1C14_HUMAN	4792.27	3738.3	33414.2	10842.3	4848.98	58716.8	11865.5	42718.3	8097.69	2851.99	2597.66	2214.21	3363.79725582902	NA	29529.9134241992	NA	NA	NA	8217.2038895172	16956.0747074249	NA	NA	NA	NA	3
KRT15	P19012	K1C15_HUMAN	1635680	1839390	NA	NA	1562480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
KRT17	Q04695	K1C17_HUMAN	NA	2387.41	5294.27	5089.39	NA	9718.96	3431	NA	2800.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KRT18	P05783	K1C18_HUMAN	404453	423453	411188	447285	401379	404310	272463	465588	384687	349258	300669	306609	423543.989488463	510362.935311556	468144.334013805	436652.940467627	331531.825876123	360714.437992773	205951.115922593	477893.983908496	409648.402356296	311612.743102739	235846.53065639	243286.886641523	35
KRT19	P08727	K1C19_HUMAN	1349290	1357710	1331220	1354550	1256170	1220500	1284390	1431110	1230790	1265100	1203000	1280560	1023965.61433595	1275681.8062713	1048474.63321536	1292962.9706906	1364309.36822903	1192176.00690219	945090.343603799	1318376.12820139	1239686.79397249	1251548.81664557	1154823.10440457	1321403.32255145	34
KRT2	P35908	K22E_HUMAN	64760.8	63061.2	528280	156003	55621.7	325455	177319	241684	85421.4	63674.8	58885.1	31000.7	41866.1574572652	34253.9574085739	274378.496997195	66109.1482967833	56359.7202132178	207417.571698126	82557.995985037	122689.580296232	43036.3869699744	36295.8800704947	23886.1921644664	21256.8495855943	22
KRT31	Q15323	K1H1_HUMAN	NA	NA	NA	NA	NA	5462.03	NA	NA	3031.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
KRT33A	O76009	KT33A_HUMAN	2053.38	2295.39	NA	NA	NA	9942.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KRT35	Q92764	KRT35_HUMAN	NA	11644.3	NA	NA	NA	10480.6	NA	10577.7	11103.8	NA	3133.42	7424.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KRT4	P19013	K2C4_HUMAN	7648.12	NA	NA	NA	NA	NA	NA	4654.68	NA	1838.94	NA	7168.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KRT5	P13647	K2C5_HUMAN	4115.72	4274.72	32555.3	7300.45	NA	13610.9	10726.1	17351.6	4975.23	3370.32	NA	NA	NA	2984.67516056008	36538.5739678214	6139.87253947476	NA	12511.5463913724	5321.09825469593	15509.9333588822	NA	NA	NA	NA	7
KRT7	P08729	K2C7_HUMAN	2105.66	NA	NA	2270.1	2055.91	1391.49	NA	3335.29	2006.6	NA	1741.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KRT73	Q86Y46	K2C73_HUMAN	19344.4	16097.1	8024.4	12648.6	16579.1	9816.71	21148.6	11679.8	17617.5	14339.3	13584.3	14267	7629.85525546427	8224.30511511802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3
KRT78	Q8N1N4	K2C78_HUMAN	NA	NA	NA	NA	NA	155981	NA	NA	NA	6755.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KRT8	P05787;P05787-2	K2C8_HUMAN	1321580	1337380	1413940	1422810	1407430	1480490	1281070	1499180	1385830	1407860	1243130	1304330	1205548.12519164	1137469.0245751	1303048.28568875	1242349.27662624	1299692.46881459	1085195.29850409	1129777.09205542	1233304.65599154	1200957.49913517	1230214.45623999	1281982.67288624	1272476.32674835	42
KRT80	Q6KB66;Q6KB66-2	K2C80_HUMAN	9667.67	9947.65	11438.4	11631.6	10282.2	10818.7	10088.6	8096.25	8454.4	9225.62	8140.09	8086.84	7206.26609656691	8283.19995881881	9588.79403312492	8445.77426738743	7592.68047919063	7942.90673814665	8284.70882024168	7951.85459811486	6674.2312498716	7432.38779883956	6846.10819364242	6318.83829390257	5
KRT85	P78386	KRT85_HUMAN	NA	NA	NA	NA	NA	25403.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10482.7142206046	NA	NA	NA	NA	NA	NA	3
KRT9	P35527	K1C9_HUMAN	149802	75239.7	429758	46316.3	179843	690713	119286	278039	459710	38325.4	26460	26182.5	100632.415557327	52503.6908894317	463564.278763564	35919.7103746789	116033.276392395	639431.917698817	56271.4347420931	332757.325696922	325098.516261579	21484.5529574054	13314.1935537559	11858.061457949	21
KRTCAP2	Q8N6L1;Q8N6L1-2	KTAP2_HUMAN	5309.16	3569.74	NA	NA	2641.19	3256.84	2878.9	3936.27	2892.09	1772.27	1998.34	2410.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KTI12	Q96EK9	KTI12_HUMAN	28322.9	32682.4	24906	26828.3	26713.4	27339.9	13545.9	28377.8	28948.5	24312.5	NA	16857.1	12201.1336385554	15961.7488495018	12476.2879010962	14359.7939970018	10131.3090855836	13989.2838730601	NA	17632.4704972562	9581.63552927966	6272.31491285919	NA	NA	3
KTN1	Q86UP2;Q86UP2-4	KTN1_HUMAN	76500.4	77034	78426.7	78934.2	79511.5	77051.6	74693.3	75085.6	73372	78131.3	81483.9	81548.8	66439.1973722398	68404.1926454758	78613.2849871028	69098.0560835095	78756.8189971094	67230.4628083142	76741.7188304572	67885.8924655986	66184.7697789658	83112.632219116	81789.3750220142	87530.8844337989	49
KXD1	Q9BQD3	KXDL1_HUMAN	13152.4	11002.2	14593.2	14111	12819.2	11668.4	9909.47	13547	14288.5	10251.3	11129.9	12303.3	9692.63237311446	9620.63410208928	12048.5842296198	11261.1737368671	10946.2819567163	9196.07947933149	8015.73400687441	9879.11952132355	11202.7375273968	9100.21543834089	9736.48941355121	11779.9889924459	3
KY	Q8NBH2;Q8NBH2-3	KY_HUMAN	28152.8	21480.4	25454.2	27728.8	19128.3	22110.1	26282.5	22331.7	28776.3	NA	NA	9388.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
KYAT1	Q16773;Q16773-2	KAT1_HUMAN	5338.76	3353.9	4870.23	3372.03	4361.26	3447.09	3508.37	4696.21	4767.4	6720.51	6340.02	7060.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
KYAT3	Q6YP21;Q6YP21-3	KAT3_HUMAN	19619.2	17238.2	13414.5	16175.7	13947.6	20234.3	17849.2	12847.7	15132.6	13897.2	18117.9	12740.4	12731.8087377271	12026.3325504978	10493.9419027887	11138.5869365702	9422.85987650952	18939.4986608604	6744.83506508186	10155.7893722234	13773.7214843031	10015.0244356468	8462.80052096594	6841.21783418356	10
L2HGDH	Q9H9P8;Q9H9P8-2	L2HDH_HUMAN	19211.4	23830.1	21391.3	23245.8	26974.9	11921.2	31930	20411.9	17548.7	25115.5	27766.6	28678.7	14157.0136403585	17880.2523538669	15361.3162317634	16012.4598321042	15079.1226785231	12061.3266176348	14108.3059481883	16418.908600291	15043.0177638487	16164.2983136154	17383.7876078683	14875.7704338277	7
L3MBTL2	Q969R5	LMBL2_HUMAN	NA	3843.59	NA	7490.09	9111.04	7883.25	NA	3181.66	7634.88	7390.77	NA	10417.3	NA	NA	NA	NA	NA	16141.2246628828	NA	7437.19552225662	NA	NA	NA	NA	3
L3MBTL3	Q96JM7;Q96JM7-2	LMBL3_HUMAN	28656.7	26002.9	25098.2	26202.2	33183.8	27826.9	33526.1	25268.5	29163.8	32284.9	37509.2	35457.9	23950.2386086214	22193.8053876897	24834.3373772655	18867.0262256797	21612.2413740877	20894.0542975742	25649.0259680301	22232.8930146347	20017.5506143574	24915.6678766077	27869.6613752215	30012.4922637781	11
LACTB	P83111	LACTB_HUMAN	11967.8	11373.9	8949.36	NA	13781.3	7692.48	9582.52	10797.9	10979.3	12256.3	12361.9	10734.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LACTB2	Q53H82	LACB2_HUMAN	28112.8	32894.3	28538.7	27365	24387.8	26619.8	23042.6	30426.8	27552.1	19619.3	21281	21054.3	23915.5912561388	33359.6300014025	30439.0017113498	29455.2658507152	22881.6955438353	29081.1763110279	15541.4172426762	31199.0857336498	29684.7411100113	17554.3943081746	17077.7960886435	16056.4823448993	9
LAD1	O00515	LAD1_HUMAN	24813.9	28523.3	29211.2	29104.2	24732.6	32105	27755.2	33200.3	34731.3	25415.6	28388.2	26321.5	22873.3212673402	28460.7733613719	31690.7395288697	31849.1034750807	22649.9730484044	31510.0605985474	12561.3760052302	26492.9369324813	42997.473539425	22776.2784890458	16323.973778039	16198.8422918972	7
LAGE3	Q14657	LAGE3_HUMAN	9140.12	14914.9	12606.1	12257	9125.54	10469.9	10710.7	10148	7729.72	9337.07	13592.9	9297.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LAMA3	Q16787;Q16787-3	LAMA3_HUMAN	NA	NA	NA	NA	34384.2	NA	NA	NA	52739.2	49854	42625.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LAMB1	P07942	LAMB1_HUMAN	23355.5	22790.8	24428	26229.7	27195	29314.9	23186.9	24048.8	27119.6	32090.3	21866.8	29931.2	12702.1460983864	13095.8306460693	13181.832811464	17226.8368160447	15195.1559685786	21068.0805313909	5820.56967898959	14749.2353994139	15887.7644666851	16903.9104539506	10726.9395160527	11130.96810574	7
LAMB3	Q13751	LAMB3_HUMAN	7650.35	8231	6295.56	3933.52	5152.86	4119.33	5271.52	5494.89	4394.31	4190.97	4558.45	3417.67	NA	5966.81641455127	4670.20550272824	2915.65953008955	NA	3320.70459818556	3731.12969136991	4247.34951130727	NA	2627.72496739173	NA	2683.13352575033	3
LAMC1	P11047	LAMC1_HUMAN	24635	20954.2	19583	19631.1	19455.2	22230.4	15266.2	19609.4	22952.2	23271.6	16160.3	18901.2	14938.3753432635	14688.2238795064	14108.9892506523	13405.0150669187	12910.1571949424	13304.3837490453	10657.8060448302	13396.269585876	14989.1101936233	15858.7871285334	11250.8855604879	12762.8356699519	6
LAMC2	Q13753;Q13753-2	LAMC2_HUMAN	7943.23	6460.56	5263.5	5513.78	5909.42	4126.68	5130.69	2839.99	3150.56	4044.42	5086.4	3473.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LAMP1	P11279	LAMP1_HUMAN	28454.5	31093.7	31254	42202.7	30355.3	36155.8	29963.6	36723.9	28695.7	27775.6	25839.7	22813.8	20963.903263043	23811.1162399837	19626.1999500405	24222.5703243819	23458.7355595122	35935.5965747153	17105.4818658981	28554.1893944688	19016.2524388354	17783.8400285656	19010.0005997962	16723.2504470135	6
LAMP2	P13473;P13473-2;P13473-3	LAMP2_HUMAN	53677.4	43486.1	47454.3	40999.7	42177.4	43810.6	37975.6	45769.3	47493	39341.3	33684.9	34730.2	25558.1455321479	17617.5282467459	24756.2409280812	20322.0560206229	21957.4519545552	20933.989411234	15197.5245312319	19780.8885740299	23391.3168542262	18523.9529107227	15711.0845892632	14965.0620830593	3
LAMTOR1	Q6IAA8	LTOR1_HUMAN	27909.2	24005.5	23279.2	24717.3	25436.4	23609.6	19747.7	25157.6	23853.1	23172.8	22996	25382.8	20459.4262379781	18400.0590608053	14884.4162869858	18026.5459467893	20252.2972422197	12576.4473583077	12593.3428751665	16376.8670206671	18769.1345364304	16986.7415044602	15948.2983504443	22021.8939519895	5
LAMTOR2	Q9Y2Q5;Q9Y2Q5-2	LTOR2_HUMAN	9578.85	10375.1	11191.5	13672.9	5923.16	15412	2585.25	11686.9	11550.1	10760.2	6177.96	3199.57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LAMTOR3	Q9UHA4	LTOR3_HUMAN	26325.4	31121.7	30688.5	39414.2	30988.4	37124.7	26363.1	37349.4	40654.5	37566.6	25658.1	29321.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LAMTOR4	Q0VGL1	LTOR4_HUMAN	5158.79	6390.97	3904.28	4409.04	8950.74	4032.77	10642.3	4801.47	3990.02	6326.28	6148.9	7908.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LAMTOR5	O43504	LTOR5_HUMAN	5432.85	8861.85	7380.88	8429.25	6499.83	9537.5	5405.59	10667.4	9682.5	8550	6299.28	5438.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LANCL1	O43813	LANC1_HUMAN	11712.8	12260.1	13244.2	9555.74	12079.6	11708.4	10444.3	12544.2	11406.4	10208.7	9180.81	11076.1	10316.6712927147	11614.4834606923	11768.2440347112	9093.6666079707	10667.9621457893	10126.1190805517	7975.70214851483	13658.0452679088	10089.8024958683	7654.26259583247	7474.75349010966	7405.68809351341	5
LANCL2	Q9NS86	LANC2_HUMAN	23674.6	20673.3	22858.3	24668.9	19293.3	22702.6	17318.7	22710.3	24949.4	28048.6	20507.5	18567	14849.4316673123	13504.5917830738	15300.8761238891	16079.348276984	16059.2662282457	14573.3016531197	13656.0514083785	15784.3399823462	15653.7029213547	18220.4868514289	14682.873644633	15395.7447141568	8
LAP3	P28838;P28838-2	AMPL_HUMAN	88499	93558.3	92006.9	91130.9	82620	86926.5	75160.3	94481.5	92916.5	84050.3	86370.1	83633.8	94705.8376399513	93353.574123511	100823.80432369	90427.9705796418	73423.6177622136	87725.1501711611	79979.4230578109	93681.1625932771	92230.4577833565	73198.5619854673	92669.1950532585	71552.4729099087	31
LARP1	Q6PKG0;Q6PKG0-3	LARP1_HUMAN	63845.7	68150.2	66020	66070.2	57099	61054.7	45942	62371.2	51807.8	47154.6	50218.8	44322.8	53016.3181479514	53697.9824151877	57737.079376347	49448.4037078143	45684.5175804423	47208.6686040265	37397.7369144995	48468.6222598473	50291.6408181041	38942.7659459775	45551.3080921559	40915.3249626027	17
LARP1B	Q659C4;Q659C4-2	LAR1B_HUMAN	12126.1	15604	NA	12076.2	11982.3	10757.8	13447.6	12566.7	12489.8	NA	15416.7	13851.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LARP4	Q71RC2;Q71RC2-4	LARP4_HUMAN	38102.6	36729	38969.8	41935.4	45159.4	40828.9	37760.8	39750.8	37194	40168.3	39977.3	39744.5	30153.2597258208	27159.0688318909	27708.7516277883	29813.613718252	28041.1354888362	34516.0981436231	22147.2728642072	33798.2173044288	30470.1796684507	25500.9589489423	25220.1994172648	25123.6489853819	13
LARP4B	Q92615	LAR4B_HUMAN	55632.7	53703.9	54780	49237.8	59317.2	57138.4	57928.7	45800.2	53922.3	60742.3	54248.8	59659.6	36972.6353180711	40031.9697816766	43335.5368287689	41162.1505360943	44890.5887282908	47812.935071818	39932.9005671395	34493.363285878	41022.8046409187	44947.4075661603	36742.4102077942	32854.6072075041	8
LARP7	Q4G0J3;Q4G0J3-3	LARP7_HUMAN	57049.1	61245.3	59142.7	61518.8	60454.3	50636.5	57953.5	50697.9	49283.7	59196.7	56152.1	58269.1	56132.082090372	67580.0430925128	67558.8414110799	69292.580505176	54008.3456622046	56721.0289696995	52189.461283261	53758.080576579	46764.0173770985	58189.8153442848	45685.4383077244	54968.2469743085	17
LARS1	Q9P2J5	SYLC_HUMAN	201186	201013	192629	206950	194136	188569	179620	187117	199684	188608	179351	193658	140794.630173934	161602.37114762	178487.918918518	176108.065737839	165891.783970331	164836.336296579	153982.194081542	145621.538229161	158327.772104273	150627.866461342	158818.902465671	172833.010866436	50
LARS2	Q15031	SYLM_HUMAN	20562.1	22768.3	20614.4	21159.5	21057	20651.7	12320.6	21673.4	22512.2	19044.7	15935.5	15631.8	16525.9667640734	20409.6292498656	17769.4120555301	12685.4078470594	17783.43173043	22456.7443023903	9078.7315780572	19817.4404866268	19122.743942483	15936.9183049074	12312.9751581672	11778.545079592	9
LAS1L	Q9Y4W2;Q9Y4W2-2	LAS1L_HUMAN	31015	27229.4	28019.3	26113.6	28266.6	22276.1	33690.5	23078.7	27427.1	27174.9	28187.2	30691.4	27796.9659674321	28203.7540358362	25496.578898909	22242.4656044931	27515.1686484271	21002.0932078026	28815.9114891614	23195.8349173918	27014.509640477	27078.428990483	27415.0656373248	28968.5258679668	9
LASP1	Q14847-2	LASP1_HUMAN	153428	175196	158865	154738	165033	161204	116458	175415	183154	145418	137659	153279	124084.063160324	166759.168901767	150644.913283507	135615.877687725	160386.19177336	155779.105092556	87304.7093586991	171734.913103049	165940.596455717	125799.573719075	103986.102939005	111543.410348787	13
LBR	Q14739	LBR_HUMAN	67021	64703.8	70348.3	55815.4	68807.2	62385.5	64615.9	61578.9	59647.7	61771.4	69461.8	68676.9	51556.0297219344	45669.8366464509	50070.7903117646	34684.9493793306	52827.0343475523	36518.8788238249	37982.4775299024	46161.2820973314	40039.1865871362	46591.7424579275	53338.0236493352	56977.8780176127	12
LCLAT1	Q6UWP7;Q6UWP7-3	LCLT1_HUMAN	7887.81	7905.22	10443.1	6985.43	12639.3	8041.92	4885.82	9723.29	8858.13	9120.84	4810.33	5078.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LCMT1	Q9UIC8;Q9UIC8-2;Q9UIC8-3	LCMT1_HUMAN	26647.2	22152.5	20866.7	21345.9	28547.9	20799.4	37986.4	20107.6	21115.5	22169.6	27651.4	32487.7	15939.8990643794	12848.5457404622	13144.3588619523	11651.6675539487	16097.036590411	11138.9179837481	23415.6071968373	10702.7417317072	12746.1344033071	12660.1838852204	13999.1893079693	18883.6143410039	5
LCOR	Q96JN0-3	LCOR_HUMAN	10356.4	11902.4	11060.7	12246.9	12544.2	11970.9	12704	12141.8	10257.6	12077.5	14973.7	15138.4	8917.00033280282	9317.15202317274	10150.1269125925	9808.10463358508	9393.57070746843	12314.3619238691	8323.95713704918	11390.4380400067	8853.81477453099	10356.3173612338	12601.6645629912	12967.9488880412	5
LCT	P09848	LPH_HUMAN	5888.73	7241.46	6303.58	5719.33	NA	NA	3132.75	NA	6248.19	6269.93	2130.07	1711.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LDAH	Q9H6V9;Q9H6V9-2	LDAH_HUMAN	12988.2	13357.7	12681.7	14546.5	11711.6	18115.9	14681.3	17804.3	15712.2	15500.2	13976.3	9401.87	10500.2516251551	9230.05728728846	11052.2719741773	11202.6536265961	9230.01723772206	14406.0336291927	9823.97245777429	14881.8638866187	12791.6893834364	12783.942947433	10589.8269903434	6067.13546133224	4
LDB1	Q86U70;Q86U70-2;Q86U70-3	LDB1_HUMAN	NA	NA	6309.28	NA	NA	6132.73	10593.6	10743.5	9939.78	NA	NA	7420.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LDHA	P00338;P00338-3	LDHA_HUMAN	1293340	1320700	1324410	1301660	1294710	1412800	1313610	1240740	1237690	1372820	1333860	1304650	888389.318394751	953944.12360626	1143486.30022669	986125.857626952	912001.899191425	1565799.75717572	918841.966777705	975760.088938036	1078364.16967165	1111149.12044457	942375.442658816	631875.441251099	31
LDHB	P07195	LDHB_HUMAN	1423030	1626070	1419310	1384710	1370310	1437170	1036280	1572010	1425920	1108130	834088	1105980	1311671.94468706	1687923.14326723	1190423.1499137	1483047.71528043	1074089.07144746	1730579.67582173	881696.286889562	1651428.97670192	1443060.83580512	819939.204840642	624342.749984267	942705.802340504	27
LDLR	P01130;P01130-4;P01130-5	LDLR_HUMAN	33922.5	30626.3	33324.1	26008.4	30943.8	23900.1	47641.7	34793.4	28429.6	35222.2	33102.2	33103.6	18593.8353847153	20364.4959355096	22340.5262210519	17860.8033284484	19838.3914242569	13254.294595857	27473.6031531825	23689.9517404802	18135.4579984253	21558.9294365745	18792.4156310845	21556.8421685773	9
LDLRAP1	Q5SW96	ARH_HUMAN	14651.8	17294.5	21797.4	20307.8	22686.7	13395.1	26059	15349.1	22905.9	25437.7	30514.1	27506.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2
LEMD2	Q8NC56	LEMD2_HUMAN	8062.83	8370.16	7682.9	6816.02	4894.3	6829.54	6014.31	5799.44	7195.98	4269.97	5048.31	5908.09	4525.76051589617	4386.56423493838	3193.75033983124	NA	NA	3911.87932207205	NA	NA	3548.33010982606	NA	2238.8474739921	NA	3
LEMD3	Q9Y2U8	MAN1_HUMAN	28776.9	22914.7	24200	26936.2	25463.6	27621.6	25672.4	21640	24194.2	25037.8	27782.9	27067.9	27210.6829896985	18608.0213066847	25215.0941493669	23585.3584796589	26418.9697637264	21788.5151311508	26380.175015211	17675.6072297702	21583.9874944176	26789.4742128591	31591.5629552545	25806.7331971151	11
LENG8	Q96PV6;Q96PV6-1	LENG8_HUMAN	9942.74	12969.1	10367.8	14243.1	12799.7	13633.5	8511.59	12581.4	13812.4	11055.8	9223.86	11031.9	9795.15563047372	10287.1412676709	10187.8796522449	11878.23370013	13021.282452342	12423.0791407226	6796.10185226065	11313.5256931078	11153.3732430862	10751.1418460605	8852.34772433841	10209.048028481	6
LEO1	Q8WVC0;Q8WVC0-2	LEO1_HUMAN	25013.5	19937.2	23193.6	25455.2	20095.8	23634.8	24203.1	23524.9	23477.1	26279	24776.4	21223.2	20370.2326230212	18788.0761285647	20300.3692227729	18855.112219071	18071.1930206933	24627.7120183477	18918.9156009174	23787.6549052624	22324.9367806939	21028.9192276412	21745.0405610267	19517.0418533729	7
LETM1	O95202	LETM1_HUMAN	175475	203885	183081	199705	166460	217699	124410	224170	212051	167116	135546	162152	135472.096048805	170535.198465278	142093.37866097	165254.234863693	125028.272496405	181428.779521776	83928.2270869771	164079.99070003	171784.449948232	131411.764485066	108723.458712821	100648.384403725	25
LETM2	Q2VYF4;Q2VYF4-2;Q2VYF4-3;Q2VYF4-4	LETM2_HUMAN	9625.62	19772.3	15072.6	14406.1	4265.92	NA	5479.1	22950.8	18925.9	7762.17	NA	6148.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LETMD1	Q6P1Q0;Q6P1Q0-2;Q6P1Q0-4;Q6P1Q0-7	LTMD1_HUMAN	5855.5	6872.02	6749.6	4981.46	4134.17	4762.92	3950.39	4199.74	4714.27	3870.37	2721.02	3357.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
LGALS1	P09382	LEG1_HUMAN	165358	155690	153297	156121	143078	152935	136362	169128	175801	153092	139488	182849	146791.973995563	115202.112983115	142510.006818259	144608.730161276	140334.010010352	116657.119669586	127209.659262078	141116.928799611	151391.978726392	108044.964642069	163935.568302808	192694.665236208	9
LGALS3	P17931	LEG3_HUMAN	147094	132962	152772	140317	142094	151816	108081	134689	123811	128931	123583	128665	110915.440804528	98705.8455986837	123903.002236733	97899.0130871895	102732.543535138	115728.294008272	88108.0817666357	112153.221963279	91725.6224069041	107286.44017052	108754.550110828	90997.9501212588	17
LGALS3BP	Q08380	LG3BP_HUMAN	16941	15007.8	16038.2	15950.6	12687.8	15703.2	18370.7	17600.8	22144.1	21555.5	18810	21455.4	8469.3611514636	6862.70183785336	7816.0591142079	9111.79965499513	NA	NA	NA	10643.5486108286	11208.8136092117	10150.4403968618	NA	NA	3
